reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
52,90,2021-01-27,202,0,,,,909,474
2,29,2021-05-25,1,0,1.0,0.0,0.0,21,0
6,59,2021-03-20,10,3,7.0,0.0,0.0,185,14
3,59,2021-01-20,11,5,,,,211,13
6,89,2021-05-17,2,0,2.0,0.0,0.0,62,30
44,89,2021-08-03,89,4,51.0,34.0,0.0,8795,4108
32,39,2021-07-15,24,7,13.0,3.0,1.0,1799,27
24,9,2021-01-04,0,0,,,,48,0
3,49,2020-03-25,0,0,,,,0,0
27,0,2020-03-20,270,71,,,,68,22
32,49,2021-06-29,55,14,25.0,16.0,0.0,3013,72
24,69,2021-02-01,160,35,,,,1120,130
94,69,2021-02-01,10,1,,,,97,15
2,59,2021-04-06,17,5,12.0,0.0,0.0,97,3
84,29,2021-01-06,26,2,,,,854,6
4,79,2021-07-06,32,7,19.0,6.0,0.0,305,66
24,0,2021-03-18,975,141,421.0,401.0,12.0,8480,2138
6,39,2021-07-14,0,0,0.0,0.0,0.0,190,1
1,69,2020-12-16,13,1,,,,171,43
4,79,2021-01-14,7,2,,,,111,19
76,59,2020-03-27,92,34,,,,59,2
6,9,2021-07-03,0,0,0.0,0.0,0.0,31,0
32,90,2021-03-11,311,1,,,,2436,1447
93,69,2020-12-17,340,96,,,,3158,255
27,69,2021-03-19,189,47,91.0,41.0,10.0,2346,339
44,19,2021-05-24,4,0,3.0,0.0,1.0,236,0
27,89,2021-07-24,95,1,35.0,57.0,2.0,4931,2010
24,39,2021-05-07,12,5,5.0,2.0,0.0,479,3
84,89,2021-05-24,545,16,297.0,227.0,5.0,11324,4725
52,79,2021-05-29,112,21,52.0,37.0,2.0,2474,501
53,90,2021-07-08,34,0,11.0,21.0,2.0,786,432
53,69,2020-12-05,88,25,,,,468,52
27,9,2021-07-21,0,0,0.0,0.0,0.0,92,0
52,79,2020-12-22,198,30,,,,1119,232
3,89,2021-03-18,1,0,1.0,0.0,0.0,63,13
24,29,2021-07-17,3,0,0.0,1.0,2.0,306,1
84,59,2021-07-15,77,16,28.0,29.0,4.0,6351,293
24,0,2020-12-15,949,100,,,,4943,1178
28,9,2021-07-24,1,0,1.0,0.0,0.0,84,0
84,29,2021-06-10,12,4,8.0,0.0,0.0,1437,11
3,89,2021-02-03,3,1,,,,61,12
76,39,2021-04-12,43,21,22.0,0.0,0.0,742,4
53,69,2021-01-10,78,8,,,,549,72
44,19,2021-07-05,3,0,2.0,0.0,1.0,252,0
2,9,2021-07-02,0,0,0.0,0.0,0.0,1,0
27,69,2021-06-17,88,20,28.0,32.0,8.0,3218,430
32,59,2021-07-23,103,20,37.0,41.0,5.0,5241,317
4,29,2021-01-18,6,0,,,,64,1
44,0,2021-01-09,3031,299,,,,22233,6329
6,79,2021-04-18,0,0,0.0,0.0,0.0,128,31
6,39,2021-03-04,13,1,,,,154,1
84,79,2021-06-12,376,52,163.0,154.0,7.0,10698,2564
53,69,2021-02-26,85,16,,,,736,92
76,9,2021-04-04,0,0,0.0,0.0,0.0,144,0
4,9,2021-02-26,0,0,,,,21,0
32,9,2020-12-22,5,1,,,,175,0
3,49,2021-02-04,5,0,,,,296,3
1,19,2021-05-26,0,0,0.0,0.0,0.0,14,0
3,39,2020-12-31,3,0,,,,409,1
94,89,2020-12-04,12,0,,,,88,47
28,29,2021-03-23,13,3,9.0,1.0,0.0,186,0
28,59,2021-05-16,138,37,68.0,33.0,0.0,1586,100
24,39,2021-01-26,15,1,,,,259,2
4,29,2020-03-21,0,0,,,,0,0
76,59,2020-12-21,62,20,,,,1247,42
3,19,2021-01-08,2,0,,,,160,0
3,59,2021-02-23,4,2,,,,232,15
3,79,2021-03-05,2,1,,,,145,22
24,39,2020-12-16,13,2,,,,212,2
84,90,2020-03-25,125,0,,,,12,31
28,19,2020-12-12,2,0,,,,24,0
24,19,2021-07-04,0,0,0.0,0.0,0.0,82,0
4,0,2021-07-01,155,38,83.0,34.0,0.0,2034,246
52,0,2021-05-25,526,94,278.0,151.0,3.0,12629,2664
3,90,2021-03-27,0,0,0.0,0.0,0.0,10,2
6,59,2020-12-16,1,0,,,,85,5
52,29,2021-02-14,5,1,,,,233,0
28,59,2021-06-18,70,15,27.0,27.0,1.0,1746,111
6,39,2021-01-05,1,0,,,,78,0
4,49,2021-07-18,17,5,8.0,4.0,0.0,304,8
53,29,2021-06-08,6,1,4.0,0.0,1.0,235,0
76,90,2021-01-06,212,3,,,,1116,584
52,59,2021-01-10,29,8,,,,723,34
32,59,2021-04-12,380,125,205.0,47.0,3.0,3893,237
32,69,2020-12-11,380,97,,,,2793,452
32,89,2020-03-23,144,15,,,,17,35
75,49,2021-07-10,16,3,10.0,3.0,0.0,1233,28
93,19,2021-05-29,3,0,3.0,0.0,0.0,390,0
27,59,2021-06-29,28,5,10.0,13.0,0.0,2064,129
75,39,2021-01-07,12,1,,,,354,2
94,59,2021-06-11,5,3,1.0,0.0,1.0,136,8
11,79,2021-01-12,1056,149,,,,10140,2918
1,69,2021-05-28,41,16,21.0,4.0,0.0,324,66
3,59,2020-03-18,0,0,,,,0,0
32,9,2021-06-22,0,0,0.0,0.0,0.0,308,1
32,9,2021-07-26,0,0,0.0,0.0,0.0,318,1
75,89,2020-12-06,439,12,,,,1461,569
52,89,2021-05-18,140,5,88.0,46.0,1.0,3148,1124
24,19,2021-05-03,4,1,3.0,0.0,0.0,67,0
32,29,2020-12-04,18,1,,,,491,2
75,69,2021-02-07,209,67,,,,1607,171
6,79,2021-06-03,1,1,0.0,0.0,0.0,129,32
75,29,2020-12-18,12,2,,,,218,2
32,69,2021-01-18,358,86,,,,3340,555
32,39,2021-01-01,33,9,,,,871,9
93,49,2021-06-30,40,8,8.0,20.0,4.0,3143,56
44,39,2020-12-18,36,6,,,,860,23
28,0,2021-05-29,1057,142,484.0,430.0,1.0,13608,3285
4,69,2021-01-31,5,1,,,,173,12
1,0,2020-12-21,62,5,,,,751,167
1,49,2021-06-06,13,3,8.0,2.0,0.0,181,8
84,39,2021-02-14,46,7,,,,1533,12
52,79,2021-04-27,224,40,132.0,51.0,1.0,2226,462
94,49,2021-03-27,2,0,2.0,0.0,0.0,47,2
4,29,2021-03-19,2,1,1.0,0.0,0.0,85,1
27,9,2021-05-28,1,0,1.0,0.0,0.0,81,0
44,69,2021-03-21,440,132,241.0,59.0,8.0,5329,860
76,89,2020-12-05,508,17,,,,1775,726
28,0,2021-03-11,1245,151,,,,9129,2363
84,59,2021-01-15,261,46,,,,3413,153
32,39,2021-01-18,36,7,,,,911,10
27,19,2021-03-11,11,1,,,,139,0
93,29,2021-07-05,16,3,7.0,6.0,0.0,1349,7
32,9,2021-07-24,0,0,0.0,0.0,0.0,318,1
93,49,2021-03-05,102,22,,,,2001,31
1,29,2021-08-04,6,2,4.0,0.0,0.0,47,0
11,89,2021-01-25,1505,53,,,,10433,4461
32,49,2021-03-07,102,31,,,,1725,42
11,59,2021-06-10,449,135,162.0,137.0,15.0,15568,1154
52,59,2021-01-19,28,11,,,,756,37
44,89,2021-07-24,97,4,53.0,40.0,0.0,8776,4102
32,59,2021-03-08,262,74,,,,3113,199
24,59,2020-12-27,47,15,,,,627,35
27,0,2021-01-14,1852,182,,,,10798,2926
94,49,2021-03-23,3,0,3.0,0.0,0.0,46,2
32,89,2021-03-14,820,26,501.0,293.0,0.0,5945,2655
6,19,2020-03-23,0,0,,,,0,0
4,89,2021-04-09,20,2,8.0,10.0,0.0,103,29
76,49,2021-08-03,66,19,35.0,11.0,1.0,1715,31
4,90,2021-06-27,8,0,6.0,2.0,0.0,25,18
75,69,2021-06-20,77,26,28.0,22.0,1.0,2861,308
28,29,2021-04-16,16,2,14.0,0.0,0.0,220,1
1,29,2021-02-24,0,0,,,,22,0
32,0,2021-06-30,1218,170,537.0,499.0,12.0,38011,9248
53,0,2020-12-14,593,56,,,,3047,620
53,89,2021-03-15,191,1,102.0,81.0,7.0,1351,531
32,0,2020-12-22,2495,256,,,,16901,4208
94,19,2021-07-15,0,0,0.0,0.0,0.0,6,0
75,59,2021-04-13,148,45,90.0,13.0,0.0,1618,84
11,29,2021-05-03,132,22,88.0,7.0,15.0,3267,35
52,89,2020-12-10,333,7,,,,1311,480
75,89,2021-07-30,126,2,64.0,60.0,0.0,4015,1600
75,0,2021-06-21,512,68,244.0,195.0,5.0,17039,3850
4,19,2021-02-14,2,0,,,,29,1
4,89,2021-07-31,20,0,13.0,7.0,0.0,194,78
1,89,2021-05-17,28,0,18.0,10.0,0.0,140,71
75,0,2021-05-18,1109,201,598.0,304.0,6.0,15965,3688
4,9,2021-05-03,0,0,0.0,0.0,0.0,24,0
94,9,2021-05-25,0,0,0.0,0.0,0.0,11,0
76,90,2020-12-31,212,1,,,,1078,560
53,69,2021-01-26,79,8,,,,609,82
2,39,2021-07-01,3,2,1.0,0.0,0.0,53,4
44,19,2021-05-30,2,0,1.0,0.0,1.0,240,0
84,39,2021-07-31,41,8,29.0,2.0,2.0,2378,20
44,9,2021-06-29,0,0,0.0,0.0,0.0,267,1
75,49,2021-05-04,69,22,45.0,2.0,0.0,1051,22
94,59,2021-07-16,4,2,0.0,1.0,1.0,139,8
76,59,2021-07-28,84,26,39.0,17.0,2.0,2920,102
11,59,2021-02-04,518,125,,,,9199,781
84,19,2021-06-03,10,2,6.0,1.0,1.0,434,1
75,9,2021-02-19,4,1,,,,72,0
24,49,2021-05-30,29,9,14.0,6.0,0.0,871,14
28,39,2021-02-19,19,7,,,,286,4
32,0,2021-01-29,2535,285,,,,20567,5262
1,9,2021-04-10,1,0,1.0,0.0,0.0,23,0
84,90,2021-01-03,709,3,,,,3075,1700
75,29,2021-02-11,10,2,,,,291,2
94,19,2021-06-25,0,0,0.0,0.0,0.0,5,0
6,49,2021-04-30,1,0,1.0,0.0,0.0,176,14
27,90,2021-04-15,167,1,107.0,59.0,0.0,1991,1043
28,49,2021-04-07,56,9,33.0,11.0,3.0,618,27
53,59,2021-06-04,49,13,27.0,5.0,4.0,1037,42
93,39,2021-07-21,20,2,13.0,4.0,1.0,2172,15
93,19,2021-01-12,5,1,,,,227,0
53,79,2021-03-31,169,37,78.0,45.0,9.0,1142,245
84,19,2020-12-22,9,0,,,,215,0
4,39,2021-07-13,10,5,4.0,1.0,0.0,217,5
76,19,2021-03-06,3,0,,,,131,0
27,9,2021-07-28,1,0,1.0,0.0,0.0,93,0
3,90,2021-04-16,2,1,1.0,0.0,0.0,10,3
28,69,2020-12-30,154,27,,,,1036,174
76,89,2021-04-15,468,24,266.0,176.0,2.0,3933,1575
84,9,2021-01-06,1,1,,,,196,0
11,69,2021-05-03,1523,553,710.0,244.0,16.0,15946,2620
1,49,2021-07-24,4,0,3.0,1.0,0.0,212,9
3,9,2021-03-13,0,0,,,,122,0
53,79,2020-12-31,119,16,,,,674,132
52,49,2020-12-18,16,2,,,,424,7
52,19,2021-02-01,3,1,,,,51,0
11,79,2021-05-29,951,194,317.0,427.0,13.0,16892,4769
27,69,2020-12-17,237,48,,,,1402,196
11,19,2021-04-19,38,1,29.0,2.0,6.0,809,4
52,79,2021-04-09,229,43,140.0,45.0,1.0,2037,428
52,19,2021-06-17,3,0,1.0,1.0,1.0,93,0
27,49,2021-01-02,44,6,,,,669,13
93,59,2021-04-05,359,94,192.0,58.0,15.0,4267,172
28,59,2021-04-19,160,40,87.0,33.0,0.0,1322,87
76,19,2021-07-18,5,0,4.0,1.0,0.0,198,0
3,39,2021-01-27,3,0,,,,442,1
32,79,2021-05-02,767,171,410.0,184.0,2.0,6827,1936
11,79,2021-07-02,401,71,100.0,219.0,11.0,17588,4896
94,19,2021-04-17,0,0,0.0,0.0,0.0,4,0
93,9,2021-01-29,2,0,,,,182,0
44,19,2021-03-02,3,0,,,,180,0
2,0,2021-05-06,93,20,69.0,4.0,0.0,699,87
4,29,2021-05-06,4,1,3.0,0.0,0.0,105,1
4,29,2021-01-20,6,0,,,,65,1
4,69,2020-03-19,0,0,,,,0,0
75,29,2020-03-22,4,1,,,,4,0
6,0,2021-05-03,13,4,9.0,0.0,0.0,1243,126
11,19,2021-06-26,13,1,9.0,0.0,3.0,1022,4
75,0,2021-05-11,1237,246,679.0,306.0,6.0,15649,3643
11,69,2020-12-12,739,180,,,,9414,1632
53,79,2021-02-08,163,19,,,,865,178
3,39,2020-12-28,4,0,,,,406,1
76,49,2021-03-08,43,15,,,,1013,21
75,89,2021-01-09,392,15,,,,1971,777
76,29,2021-06-11,9,1,6.0,1.0,1.0,579,4
27,39,2021-07-21,6,1,3.0,1.0,1.0,754,10
27,90,2021-07-20,44,0,20.0,24.0,0.0,2258,1141
84,29,2021-06-03,20,6,14.0,0.0,0.0,1419,11
6,49,2021-05-12,1,1,0.0,0.0,0.0,178,14
28,39,2021-05-08,28,3,22.0,3.0,0.0,474,9
93,19,2021-03-30,7,2,4.0,0.0,1.0,320,0
76,79,2020-12-16,328,63,,,,2002,420
93,0,2020-12-27,2388,278,,,,18385,3430
52,19,2021-04-10,2,0,2.0,0.0,0.0,70,0
2,89,2020-12-07,4,0,,,,39,12
75,9,2021-01-30,6,1,,,,66,0
3,89,2021-01-09,1,1,,,,56,11
1,89,2021-03-19,7,0,6.0,1.0,0.0,105,47
93,90,2021-06-28,91,1,25.0,65.0,0.0,3547,1877
76,69,2021-07-11,84,18,30.0,34.0,2.0,3829,436
75,89,2021-03-19,353,12,215.0,126.0,0.0,3101,1272
84,89,2021-07-20,99,0,44.0,54.0,1.0,11791,4795
11,49,2021-02-18,189,37,,,,5907,236
4,89,2021-05-02,24,1,16.0,7.0,0.0,120,38
11,69,2021-04-21,1615,588,773.0,236.0,18.0,15070,2484
4,49,2021-03-12,23,9,,,,133,3
75,49,2021-02-21,28,6,,,,665,19
32,29,2020-12-09,19,0,,,,497,2
93,19,2021-06-22,6,2,4.0,0.0,0.0,407,0
6,0,2021-03-15,77,23,51.0,0.0,3.0,1109,105
52,9,2021-01-30,1,0,,,,43,0
1,39,2021-01-29,0,0,,,,61,2
53,0,2021-01-02,525,36,,,,3364,731
1,79,2021-06-28,24,4,11.0,9.0,0.0,245,94
2,89,2020-03-26,2,1,,,,0,1
11,19,2021-08-01,10,0,7.0,0.0,3.0,1067,4
84,9,2021-01-19,1,1,,,,199,0
94,89,2021-05-05,14,0,6.0,8.0,0.0,179,77
4,69,2021-05-18,31,5,22.0,4.0,0.0,346,43
28,69,2021-06-25,140,30,45.0,65.0,0.0,2658,409
53,9,2020-12-06,0,0,,,,34,0
28,0,2021-06-19,700,79,294.0,325.0,2.0,14204,3351
1,0,2020-12-22,54,4,,,,759,167
28,9,2021-07-06,1,0,1.0,0.0,0.0,82,0
24,0,2021-02-28,1036,138,,,,7726,1985
28,90,2021-06-27,70,0,28.0,42.0,0.0,1493,762
93,89,2021-03-01,982,39,,,,5639,2397
24,19,2021-01-03,0,0,,,,43,0
93,39,2021-05-09,55,11,31.0,9.0,4.0,2002,11
75,19,2021-06-30,0,0,0.0,0.0,0.0,142,0
84,9,2021-08-02,2,1,1.0,0.0,0.0,334,0
53,19,2020-12-24,1,1,,,,33,0
11,69,2021-03-06,951,279,,,,12018,2044
4,29,2021-04-20,1,0,1.0,0.0,0.0,101,1
94,90,2021-03-09,21,0,,,,45,30
3,49,2021-02-05,5,0,,,,296,3
53,69,2021-04-28,140,45,67.0,21.0,7.0,1071,130
3,39,2021-03-27,2,0,2.0,0.0,0.0,463,1
32,69,2021-05-11,603,198,301.0,101.0,3.0,6212,1022
2,69,2021-07-09,8,1,5.0,2.0,0.0,197,13
52,89,2021-02-22,323,9,,,,2266,834
3,29,2021-03-03,0,0,,,,458,3
76,69,2021-01-12,199,60,,,,1849,209
1,19,2021-01-08,0,0,,,,9,0
84,69,2021-05-29,383,105,173.0,98.0,7.0,8170,990
11,69,2021-05-23,1048,389,395.0,251.0,13.0,17067,2784
27,89,2021-02-09,591,15,,,,3346,1493
75,90,2020-12-09,283,1,,,,713,377
4,0,2021-06-05,166,30,98.0,38.0,0.0,1795,217
6,29,2021-06-17,0,0,0.0,0.0,0.0,180,1
2,19,2021-02-27,0,0,,,,4,0
75,49,2021-05-27,41,11,28.0,2.0,0.0,1143,27
52,19,2021-01-04,0,0,,,,45,0
3,79,2020-12-10,1,0,,,,115,17
53,29,2021-02-11,4,0,,,,126,0
93,90,2021-01-24,530,3,,,,1999,1063
24,79,2021-02-16,257,44,,,,1449,343
76,79,2021-05-13,359,87,142.0,128.0,2.0,4220,940
93,49,2021-04-14,159,38,94.0,21.0,6.0,2539,39
53,89,2021-04-19,213,2,120.0,84.0,7.0,1545,615
93,69,2021-01-12,387,113,,,,3559,293
6,90,2021-07-19,0,0,0.0,0.0,0.0,5,1
93,9,2021-05-12,5,0,4.0,1.0,0.0,285,0
4,79,2021-01-22,7,0,,,,112,19
32,29,2021-01-30,14,2,,,,610,2
32,0,2021-02-04,2620,298,,,,21169,5467
44,39,2021-02-10,48,4,,,,1044,24
94,39,2021-02-05,1,0,,,,34,1
4,79,2021-03-04,22,8,,,,132,23
11,90,2021-03-04,628,6,,,,5873,3112
52,0,2021-04-05,902,128,582.0,190.0,2.0,10173,2306
94,69,2021-07-11,8,1,1.0,5.0,1.0,175,22
93,49,2021-02-21,103,21,,,,1865,29
44,49,2021-07-31,29,8,15.0,4.0,2.0,2747,85
94,19,2021-07-25,1,0,1.0,0.0,0.0,6,0
76,69,2021-04-26,356,129,159.0,63.0,5.0,3247,370
4,49,2020-12-17,5,0,,,,82,3
3,19,2021-03-05,2,0,,,,174,0
11,39,2020-03-19,80,22,,,,33,0
44,19,2021-03-12,2,0,,,,193,0
84,29,2021-02-11,14,1,,,,989,9
44,9,2021-07-10,0,0,0.0,0.0,0.0,268,1
2,89,2021-07-30,9,1,8.0,0.0,0.0,94,41
6,89,2020-12-02,0,0,,,,28,5
3,9,2021-03-08,0,0,,,,122,0
44,49,2021-03-26,110,29,74.0,7.0,0.0,1985,70
93,59,2021-02-07,231,53,,,,3058,114
52,29,2020-12-18,5,0,,,,180,0
75,9,2021-08-04,2,1,1.0,0.0,0.0,130,0
94,29,2020-12-12,0,0,,,,19,0
3,39,2021-04-24,7,1,5.0,0.0,1.0,472,1
3,0,2021-07-23,107,31,59.0,4.0,13.0,3202,167
11,49,2021-02-19,199,43,,,,5929,237
84,59,2021-07-13,78,16,29.0,29.0,4.0,6349,293
4,0,2021-02-10,63,18,,,,814,56
3,90,2021-05-09,1,0,1.0,0.0,0.0,11,5
44,79,2020-12-12,618,106,,,,4025,1248
32,39,2021-02-04,35,6,,,,975,12
1,59,2020-12-27,7,0,,,,138,10
84,0,2020-03-27,1638,344,,,,606,164
76,89,2021-02-11,602,36,,,,2899,1174
28,19,2021-05-31,4,0,4.0,0.0,0.0,83,0
1,90,2021-02-07,7,0,,,,21,7
75,29,2021-03-17,6,2,4.0,0.0,0.0,325,2
28,19,2021-02-16,1,0,,,,40,0
53,0,2021-02-27,667,56,,,,4804,1137
94,49,2021-01-04,1,0,,,,42,2
4,9,2021-02-16,0,0,,,,21,0
44,9,2021-01-10,4,1,,,,195,1
93,89,2021-06-07,285,8,84.0,192.0,1.0,7888,3281
2,39,2021-04-01,0,0,0.0,0.0,0.0,30,3
28,59,2021-08-02,48,11,25.0,12.0,0.0,1810,113
4,90,2020-12-12,0,0,,,,7,0
84,89,2021-07-16,113,0,52.0,60.0,1.0,11766,4795
93,90,2021-01-26,559,4,,,,2033,1090
32,39,2021-05-14,54,11,37.0,5.0,1.0,1609,25
24,29,2020-12-30,7,0,,,,135,0
76,9,2021-02-18,1,0,,,,120,0
4,29,2021-03-18,3,1,2.0,0.0,0.0,85,1
53,79,2021-05-07,180,27,90.0,49.0,14.0,1389,292
75,19,2021-02-19,3,0,,,,92,0
93,19,2021-04-08,8,3,3.0,0.0,2.0,331,0
27,39,2021-06-01,13,1,8.0,1.0,3.0,710,10
27,0,2021-05-28,715,104,324.0,268.0,19.0,19106,4748
93,69,2021-04-14,660,205,281.0,171.0,3.0,6148,588
2,49,2021-07-12,2,1,1.0,0.0,0.0,105,8
6,29,2021-03-05,8,0,,,,156,1
75,79,2021-02-17,347,69,,,,2106,508
11,89,2021-07-28,299,12,74.0,208.0,5.0,16904,6911
52,9,2021-07-11,3,0,3.0,0.0,0.0,71,0
28,0,2020-12-24,1116,85,,,,5585,1448
11,29,2021-06-10,62,8,35.0,7.0,12.0,3672,35
75,89,2021-06-16,154,5,76.0,73.0,0.0,3932,1580
4,90,2021-07-13,7,0,5.0,2.0,0.0,29,21
2,0,2021-05-08,86,21,60.0,5.0,0.0,711,87
52,89,2021-04-13,252,4,173.0,75.0,0.0,2798,1012
75,69,2020-12-24,135,50,,,,1268,124
84,89,2021-07-30,110,3,55.0,51.0,1.0,11815,4802
1,90,2021-07-20,4,0,2.0,2.0,0.0,44,23
52,79,2021-08-03,33,3,14.0,15.0,1.0,2597,523
52,59,2021-05-28,56,17,30.0,9.0,0.0,1521,61
27,0,2021-06-04,611,98,252.0,242.0,19.0,19329,4781
28,59,2021-05-02,148,36,75.0,37.0,0.0,1472,94
32,79,2020-12-07,693,117,,,,3054,825
4,59,2021-03-01,43,23,,,,156,7
27,89,2021-04-03,364,15,218.0,129.0,2.0,4160,1759
27,69,2021-04-29,243,70,129.0,35.0,9.0,2837,393
4,19,2021-06-08,0,0,0.0,0.0,0.0,44,1
3,79,2021-02-11,4,2,,,,140,20
11,0,2021-01-16,4750,554,,,,57155,12738
24,79,2021-05-25,183,34,69.0,77.0,3.0,2354,551
44,69,2021-07-16,72,15,27.0,30.0,0.0,7043,1101
76,69,2021-07-06,83,20,26.0,35.0,2.0,3825,434
53,49,2021-02-24,30,7,,,,302,5
53,0,2021-07-06,295,20,129.0,109.0,37.0,8031,1656
2,39,2021-07-08,4,2,2.0,0.0,0.0,53,4
4,9,2021-01-08,0,0,,,,21,0
52,9,2021-01-23,0,0,,,,43,0
3,19,2021-02-04,2,0,,,,170,0
1,59,2020-12-14,9,1,,,,133,10
6,69,2021-04-11,8,2,6.0,0.0,0.0,185,30
53,79,2020-12-10,116,28,,,,606,105
53,59,2021-03-31,80,18,53.0,7.0,2.0,668,26
52,19,2021-04-26,2,0,2.0,0.0,0.0,74,0
1,59,2021-07-16,13,0,9.0,4.0,0.0,312,24
27,89,2021-06-29,108,1,39.0,66.0,2.0,4895,2007
1,19,2020-12-24,0,0,,,,9,0
94,19,2021-04-20,0,0,0.0,0.0,0.0,4,0
4,89,2021-07-11,20,0,9.0,11.0,0.0,175,72
44,69,2020-12-03,350,85,,,,3470,526
94,49,2021-05-10,5,1,3.0,0.0,1.0,59,2
6,89,2021-06-26,0,0,0.0,0.0,0.0,64,30
6,49,2021-01-29,10,1,,,,80,7
27,90,2021-06-25,63,0,26.0,37.0,0.0,2231,1138
11,29,2021-05-20,101,20,62.0,9.0,10.0,3491,35
11,39,2021-04-22,279,70,178.0,14.0,17.0,5746,95
1,90,2021-03-02,2,0,,,,24,9
53,19,2021-02-23,2,0,,,,46,0
24,29,2021-05-16,10,2,4.0,1.0,3.0,276,1
3,39,2021-03-14,2,0,2.0,0.0,0.0,459,1
32,90,2021-05-28,228,2,124.0,102.0,0.0,3150,1902
3,89,2021-02-21,0,0,,,,63,13
24,0,2021-06-30,272,41,68.0,157.0,6.0,12421,2772
44,79,2021-02-16,597,97,,,,5658,1798
52,49,2021-03-20,29,2,26.0,1.0,0.0,602,12
94,9,2021-01-09,0,0,,,,11,0
44,39,2021-02-07,42,3,,,,1032,23
75,29,2021-06-23,2,0,2.0,0.0,0.0,500,2
84,49,2021-03-21,130,30,84.0,12.0,4.0,2448,50
28,90,2021-03-24,195,1,98.0,96.0,0.0,1096,575
3,9,2021-07-12,1,0,1.0,0.0,0.0,135,1
53,9,2021-02-18,1,0,,,,42,0
75,90,2021-01-28,280,5,,,,1144,626
1,39,2021-05-17,7,0,7.0,0.0,0.0,85,3
4,89,2021-07-05,22,1,10.0,11.0,0.0,170,70
6,59,2021-06-25,1,0,1.0,0.0,0.0,208,16
1,59,2021-05-27,19,6,9.0,3.0,1.0,268,19
1,0,2021-04-14,95,22,57.0,15.0,1.0,981,212
4,49,2021-06-09,19,6,8.0,5.0,0.0,254,6
11,49,2021-03-08,259,74,,,,6277,248
76,89,2020-12-24,425,19,,,,2116,815
27,39,2021-03-23,21,1,9.0,4.0,7.0,524,9
28,79,2021-02-19,300,54,,,,1781,460
3,39,2021-07-18,5,1,2.0,0.0,2.0,627,5
3,59,2021-04-24,11,3,8.0,0.0,0.0,254,20
1,39,2021-07-24,2,1,0.0,1.0,0.0,111,3
52,49,2021-01-08,10,2,,,,448,8
2,29,2021-06-13,0,0,0.0,0.0,0.0,23,0
1,49,2021-04-18,7,2,4.0,1.0,0.0,124,7
44,49,2021-06-18,39,11,18.0,9.0,1.0,2707,85
52,90,2021-06-30,26,0,9.0,17.0,0.0,1581,730
6,79,2020-12-27,2,0,,,,47,10
52,90,2021-01-07,182,1,,,,767,400
32,59,2021-06-24,144,36,65.0,39.0,4.0,5152,309
44,9,2021-07-31,0,0,0.0,0.0,0.0,270,1
76,69,2021-04-16,333,120,145.0,65.0,3.0,3085,359
4,79,2021-03-05,23,8,,,,132,23
2,90,2021-05-21,2,0,2.0,0.0,0.0,15,10
84,0,2021-06-09,1507,224,705.0,554.0,24.0,50547,11563
75,89,2020-12-05,424,11,,,,1458,567
75,19,2021-06-14,1,0,0.0,0.0,1.0,138,0
32,49,2021-05-06,199,72,110.0,17.0,0.0,2608,55
93,39,2021-04-02,51,14,26.0,6.0,5.0,1680,10
1,0,2021-06-30,104,19,50.0,35.0,0.0,1494,309
44,49,2021-02-26,64,14,,,,1804,65
1,79,2021-04-03,17,0,13.0,4.0,0.0,168,69
28,0,2021-03-14,1278,168,640.0,461.0,9.0,9229,2380
1,29,2021-04-24,1,0,1.0,0.0,0.0,24,0
27,9,2021-02-26,1,0,,,,62,0
4,39,2021-01-17,5,0,,,,75,1
2,9,2021-06-22,0,0,0.0,0.0,0.0,1,0
6,90,2021-07-15,0,0,0.0,0.0,0.0,5,1
94,89,2021-03-13,35,2,,,,126,59
75,39,2020-03-19,3,0,,,,3,0
52,49,2021-05-22,27,7,18.0,2.0,0.0,898,20
53,59,2021-05-27,59,20,31.0,4.0,4.0,1012,40
27,69,2021-04-04,237,56,129.0,42.0,10.0,2496,351
53,79,2020-03-21,35,13,,,,14,2
32,89,2021-06-27,335,10,145.0,180.0,0.0,8141,3559
52,0,2021-08-03,171,26,86.0,57.0,2.0,13470,2746
11,90,2021-03-29,714,12,384.0,317.0,1.0,6350,3370
1,39,2021-08-05,10,1,8.0,1.0,0.0,122,3
24,39,2021-04-02,21,4,12.0,3.0,2.0,369,2
4,29,2021-05-27,4,2,2.0,0.0,0.0,112,1
52,49,2021-04-14,40,11,28.0,0.0,1.0,709,17
53,90,2021-04-30,98,0,58.0,38.0,2.0,702,398
52,19,2021-04-24,2,0,2.0,0.0,0.0,74,0
11,9,2021-07-24,4,2,2.0,0.0,0.0,993,3
6,19,2021-06-08,1,0,1.0,0.0,0.0,52,1
44,89,2021-03-21,648,27,400.0,218.0,3.0,7290,3524
24,9,2020-03-27,0,0,,,,1,0
84,49,2021-07-12,27,2,13.0,9.0,3.0,3605,79
75,59,2021-04-23,152,47,88.0,16.0,1.0,1744,86
76,39,2021-01-16,8,2,,,,474,3
75,19,2021-06-11,1,0,0.0,0.0,1.0,137,0
32,29,2021-02-15,22,0,,,,644,3
3,69,2021-04-14,14,6,6.0,2.0,0.0,261,23
11,89,2021-07-21,296,15,62.0,215.0,4.0,16868,6908
76,69,2021-07-17,93,22,33.0,36.0,2.0,3849,436
24,59,2021-07-09,31,5,10.0,14.0,2.0,1592,80
